Class,Spec,Role,RowIndex,ButtonLabel,TalentString,ImagePath,URL
Monk,Brewmaster,tank,10,Copy Cleave,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAwMbbGzYGzyM2wMDAAAAAAALLYEmBmhBzgZmZGmlhZMzyw2mttxwsAAALzy0yYYAAgAMDbwMDYaMAAA,Images/box_images/monk_brewmaster_10.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Brewmaster,tank,11,Copy Council,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAgZbzYGPwYWM2mxMDAAAAAAALLYEmBmhBzgZmZGmlhZMzywymltZZYWAAglZZaZMWGAAIAzwCMDw0YAAA,Images/box_images/monk_brewmaster_11.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Brewmaster,tank,12,Copy Mythic+,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAgZZzYGzwyM2mxMDAAAAAAALLwEmBmhBzgZmZGzsgZMzyw2mltZbYWAAglZZaZMWGAAIAzwGMDw0AAAA,Images/box_images/monk_brewmaster_12.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Brewmaster,tank,13,Copy Delves,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAgZZzYGzwix2MmZAAAAAAAYZBEzMwMMYGMzMzYmthZMzCW2ssNbDzGAAsMLTLjhBAACwMsBzMgpxAGAA,Images/box_images/monk_brewmaster_13.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Brewmaster,tank,14,Copy Legacy,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAwMLbGzYGWmxGmZMAAAAAAAWAxMDMMjFzgZmZGzYYmZmFssZbbMjZDAAWmlplxwAAABYG2gZGw0YAAA,Images/box_images/monk_brewmaster_14.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Mistweaver,healer,1,Copy Raid,C4QAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM2mB2sYGzMbzYDzMDzsstNzYhZ0MmBMYAzyMzMDz2gBLmAAAAAIALWGLMzAAAAAzAGDjFZMD,Images/box_images/monk_mistweaver_01.png,https://www.wowhead.com/guide/classes/monk/mistweaver/talent-builds-pve-healer
Monk,Mistweaver,healer,2,Copy Mythic+,C4QAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAmxyYZYxixMjNjlltZ4B2Mz222MjFmRzYGwgBMLzMzMMbYGmFTAAAAAEgFbjFmZAAAAgZAjBWkxMA,Images/box_images/monk_mistweaver_02.png,https://www.wowhead.com/guide/classes/monk/mistweaver/talent-builds-pve-healer
Monk,Mistweaver,healer,3,Copy Mythic+ (Mistline),C4QAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAMWmZZYxmxMjNstsNjZYmtttZGLMjmxMgBDYWmZmZY2wMMLmAAAAAIAL2GLMzAAAAAzAGDsIjZA,Images/box_images/monk_mistweaver_03.png,https://www.wowhead.com/guide/classes/monk/mistweaver/talent-builds-pve-healer
Monk,Mistweaver,healer,4,Copy Delves,C4QAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAMWmZZML2mxMjNzADzmZ222mZswQzYGwgZBGzMzgZDzwsMTAAAAAEgFbjNmZAAAAgZAMYWkxMA,Images/box_images/monk_mistweaver_04.png,https://www.wowhead.com/guide/classes/monk/mistweaver/talent-builds-pve-healer
Monk,Mistweaver,healer,5,Copy Raid,C4QAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM2mB2sYGzMbzYDzMDzsstNzYhZ0MmBMYAzyMzMDz2gBLmAAAAAWmWmthZDAAAAgZGAYMMWkBA,Images/box_images/monk_mistweaver_05.png,https://www.wowhead.com/guide/classes/monk/mistweaver/talent-builds-pve-healer
Monk,Mistweaver,healer,6,Copy Mythic+,C4QAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAmxyYZYxixMjNjlltZ4B2Mz222MjFmRzYGwgBMLzMzMMbYGmFTAAAAALTbz2wsBAAAAwMDAMGYRGA,Images/box_images/monk_mistweaver_06.png,https://www.wowhead.com/guide/classes/monk/mistweaver/talent-builds-pve-healer
Monk,Mistweaver,healer,7,Copy Mythic+ (Mistline),C4QAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAMWmZZYxmxMjNstsNjZYmtttZGLMjmxMgBDYWmZmZY2wMMLmAAAAAWm2mthZDAAAAgZGAYMwiMA,Images/box_images/monk_mistweaver_07.png,https://www.wowhead.com/guide/classes/monk/mistweaver/talent-builds-pve-healer
Monk,Mistweaver,healer,8,Copy Delves,C4QAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAMWmZZML2MmZsZsYbGegNzsttNzYhhmxMgBzCMmZmBzGmhZZmAAAAAWm2mlhZDAAAAgZGAgBziMA,Images/box_images/monk_mistweaver_08.png,https://www.wowhead.com/guide/classes/monk/mistweaver/talent-builds-pve-healer
Monk,Windwalker,dps,1,Copy Raid,C0QAAAAAAAAAAAAAAAAAAAAAAMzMzMLMGmlZmZDAAAAAAAAAAAglhZCzYZYADDzMzMMbDzwsYCAYzMLjxwMzAAYDAYWamZmFMAYGAwyAxA,Images/box_images/monk_windwalker_01.png,https://www.wowhead.com/guide/classes/monk/windwalker/talent-builds-pve-dps
Monk,Windwalker,dps,2,Copy Mythic+,C0QAAAAAAAAAAAAAAAAAAAAAAMzMzMLMGsNzMbYAAAAAAAAAAAglhZCzYZYADDzMzMMbDzwsYCAYzMbjBmZGAAbAAzSzMzsghBYGAwyAxA,Images/box_images/monk_windwalker_02.png,https://www.wowhead.com/guide/classes/monk/windwalker/talent-builds-pve-dps
Monk,Windwalker,dps,3,Copy Cleave,C0QAAAAAAAAAAAAAAAAAAAAAAMzMzMLMGmlZmZDAAAAAAAAAAAglhZCzYZYADDzMzMMbDzwsYCAYzMLjxwMzAAYDAYWamZmFMAYGAwyAxA,Images/box_images/monk_windwalker_03.png,https://www.wowhead.com/guide/classes/monk/windwalker/talent-builds-pve-dps
Monk,Windwalker,dps,4,Copy Council,C0QAAAAAAAAAAAAAAAAAAAAAAMzMzMLMGsNzMbYAAAAAAAAAAAglhZCzYZYADDzMzMMbDzwsYCAYzMbjBmZGAAbAAzSzMzsghBYGAwyAxA,Images/box_images/monk_windwalker_04.png,https://www.wowhead.com/guide/classes/monk/windwalker/talent-builds-pve-dps
Monk,Windwalker,dps,5,Copy Delves,C0QAAAAAAAAAAAAAAAAAAAAAAMzMzMLMGsNzMbYAAAAAAAAAAAglhZCzYZYADDzMzMMbDzwsYCAYzMbjBmZGAAbAAzSzMzsghBYGAwyAxA,Images/box_images/monk_windwalker_05.png,https://www.wowhead.com/guide/classes/monk/windwalker/talent-builds-pve-dps
Monk,Windwalker,dps,6,Copy Raid,C0QAAAAAAAAAAAAAAAAAAAAAAMzMzMLMGsMzMbAAAAAAAAAAAAsMMTYGLDDYYYmZmhZbYGmFTAAbmZZMGzMzAAYxYhxEEAGAgZAYZgYmZ2A,Images/box_images/monk_windwalker_06.png,https://www.wowhead.com/guide/classes/monk/windwalker/talent-builds-pve-dps
Monk,Windwalker,dps,7,Copy Mythic+,C0QAAAAAAAAAAAAAAAAAAAAAAMzYmZhxgtZmZDDAAAAAAAAAAAsMMTYGLDDYYYmZmhZbYGmFTAAbmZbMYmZGAALGLMmgAwwAgZAYZgYmZ2A,Images/box_images/monk_windwalker_07.png,https://www.wowhead.com/guide/classes/monk/windwalker/talent-builds-pve-dps
Monk,Windwalker,dps,8,Copy Cleave,C0QAAAAAAAAAAAAAAAAAAAAAAMzMzMLMGsMzMbAAAAAAAAAAAAsMMTYGLDDYYYmZmhZbYGmFTAAbmZZMGzMzAAYxYhxEEAGAgZAYZgYmZ2A,Images/box_images/monk_windwalker_08.png,https://www.wowhead.com/guide/classes/monk/windwalker/talent-builds-pve-dps
Monk,Windwalker,dps,9,Copy Council,C0QAAAAAAAAAAAAAAAAAAAAAAMzYmZhxgtZmZDDAAAAAAAAAAAsMMTYGLDDYYYmZmhZbYGmFTAAbmZbMYmZGAALGLMmgAwwAgZAYZgYmZ2A,Images/box_images/monk_windwalker_09.png,https://www.wowhead.com/guide/classes/monk/windwalker/talent-builds-pve-dps
Monk,Windwalker,dps,10,Copy Delves,C0QAAAAAAAAAAAAAAAAAAAAAAMzYmZhxgtZmZDDAAAAAAAAAAAsMMTYGLDDYYYmZmhZbYGmFTAAbmZbMYmZGAALGLMmgAwwAgZAYZgYmZ2A,Images/box_images/monk_windwalker_10.png,https://www.wowhead.com/guide/classes/monk/windwalker/talent-builds-pve-dps
Paladin,Holy,healer,1,Copy Raid,CEEAAAAAAAAAAAAAAAAAAAAAAAAAAYBAMAAGsMzMzYGzMwgxsMYmlZ0EDjZmhhZLDADAbgNWmZmZZ2mxsFAAAgF2GgFYMjZYAAYMMjxI,Images/box_images/paladin_holy_01.png,https://www.wowhead.com/guide/classes/paladin/holy/talent-builds-pve-healer
Paladin,Holy,healer,2,Copy Mythic+,CEEAAAAAAAAAAAAAAAAAAAAAAAAAAYBAMAAGsMmZmZGzMwgxsMYmFz0EDDzMMMbZAYAYDsxyMzMLz2MmtAAAAsw2AsYgZMDDAAjhZMGB,Images/box_images/paladin_holy_02.png,https://www.wowhead.com/guide/classes/paladin/holy/talent-builds-pve-healer
Paladin,Holy,healer,3,Copy Delves,CEEAAAAAAAAAAAAAAAAAAAAAAAAAAMLAgBAwglZmZmZGzMWgxMWGMziZaixMYGGmtMAMAsB2YZmZmlZbGzWAAAAWYDwiBmhhBAgxwMGjA,Images/box_images/paladin_holy_03.png,https://www.wowhead.com/guide/classes/paladin/holy/talent-builds-pve-healer
Paladin,Holy,healer,4,Copy Raid,CEEAAAAAAAAAAAAAAAAAAAAAAAAAAYBAMAAGsMzMzYGzMwgxsMYmlZ0EDjZmhhZLDADAbgNWmZGAEAwwy2ilxwGbDwCMmxMMAMzAwMGjA,Images/box_images/paladin_holy_04.png,https://www.wowhead.com/guide/classes/paladin/holy/talent-builds-pve-healer
Paladin,Holy,healer,5,Copy Mythic+,CEEAAAAAAAAAAAAAAAAAAAAAAAAAAYBAMAAGsMmZmZGzMwgxsMYmFz0EDDzMMMbZAYAYDsxyMzAgAAGW2WsMG2YbAWMwMmhBgZGAmxYE,Images/box_images/paladin_holy_05.png,https://www.wowhead.com/guide/classes/paladin/holy/talent-builds-pve-healer
Paladin,Holy,healer,6,Copy Delves,CEEAAAAAAAAAAAAAAAAAAAAAAAAAAMLAgBAwglZmZmZGzMWgxMWGMziZaixMYGGmtMAMAsB2YZmZAQAADLbLWGDbsBYxAzwwAwMDAzYMC,Images/box_images/paladin_holy_06.png,https://www.wowhead.com/guide/classes/paladin/holy/talent-builds-pve-healer
Paladin,Protection,tank,1,Copy Raid,CIEAAAAAAAAAAAAAAAAAAAAAAsZGzwyMLmZmZGWGMzML2mxAAAAAAAAApZGmxMDjZ2CAGwAgtBAAMTmZWMAAbgZMAGzwYAAWmBYmBB,Images/box_images/paladin_protection_01.png,https://www.wowhead.com/guide/classes/paladin/protection/talent-builds-pve-tank
Paladin,Protection,tank,2,Copy Mythic+,CIEAAAAAAAAAAAAAAAAAAAAAAsZ4BwyYZmZMzMLLYmZmlxMGAAAAAAAAopZGmxMDjZEAMgBAbDAAMzkZmFDAwmZYGDgxMMGAAzAmZGE,Images/box_images/paladin_protection_02.png,https://www.wowhead.com/guide/classes/paladin/protection/talent-builds-pve-tank
Paladin,Protection,tank,3,Copy Delves,CIEAAAAAAAAAAAAAAAAAAAAAAsZ4BwyYZmZMzMLLYmZmlxMGAAAAAAAAopZGmxMDjZEAMgBAbDAAMzkZmFDAwmZYGDgxMMGAAzAmZGE,Images/box_images/paladin_protection_03.png,https://www.wowhead.com/guide/classes/paladin/protection/talent-builds-pve-tank
Paladin,Protection,tank,4,Copy Raid,CIEAAAAAAAAAAAAAAAAAAAAAAsZGzwyMLmZmZGWGMzML2mxAAAAAAAAApZGmxMDjZ2CAGwAgtBAAQAmZWskZYBMjBwYGGDAmZAwMDC,Images/box_images/paladin_protection_04.png,https://www.wowhead.com/guide/classes/paladin/protection/talent-builds-pve-tank
Paladin,Protection,tank,5,Copy Mythic+,CIEAAAAAAAAAAAAAAAAAAAAAAsZ4BwyYZmZMzMLLYmZmlxMGAAAAAAAAopZGmxMDjZEAMgBAbDAAgAMzsst0CsYGmxAYMDjBAzMAMzMI,Images/box_images/paladin_protection_05.png,https://www.wowhead.com/guide/classes/paladin/protection/talent-builds-pve-tank
Paladin,Protection,tank,6,Copy Delves,CIEAAAAAAAAAAAAAAAAAAAAAAsZ4BwyYZmZMzMLLYmZmlxMGAAAAAAAAopZGmxMDjZEAMgBAbDAAgAMzsst0CsYGmxAYMDjBAzMAMzMI,Images/box_images/paladin_protection_06.png,https://www.wowhead.com/guide/classes/paladin/protection/talent-builds-pve-tank
Paladin,Retribution,dps,1,Copy Raid,CYEAAAAAAAAAAAAAAAAAAAAAAAAAAAAQzy2MzsMMzAAAAAAwoMmhZGbDjhZ2mxYMzwwCbDDAAZGtNGzAA2AMAYMDzgZMmNsMDGGDD,Images/box_images/paladin_retribution_01.png,https://www.wowhead.com/guide/classes/paladin/retribution/talent-builds-pve-dps
Paladin,Retribution,dps,2,Copy Mythic+,CYEAAAAAAAAAAAAAAAAAAAAAAAAAAAAQzy2MzsMGzMAAAAAAmpMMMzYbYMMz2MzYMGGWYDDAAZGtNGzAA2AMAYMDzgZMzshlZwwYYA,Images/box_images/paladin_retribution_02.png,https://www.wowhead.com/guide/classes/paladin/retribution/talent-builds-pve-dps
Paladin,Retribution,dps,3,Copy Cleave,CYEAAAAAAAAAAAAAAAAAAAAAAAAAAAAQzy2MzsMmZmBAAAAAwoMmhZGbDjhZ2mZGjxwwCbYAAIzotxYGAwGgBAjZYGMjxshlZwwYYA,Images/box_images/paladin_retribution_03.png,https://www.wowhead.com/guide/classes/paladin/retribution/talent-builds-pve-dps
Paladin,Retribution,dps,4,Copy Council,CYEAAAAAAAAAAAAAAAAAAAAAAAAAAAAQzy2MzsMGzMAAAAAAGlxMMzYbYMMz2MzYMGGWYDDAAZGtNGzAA2AMAYMDzgZMzshlZwwYYA,Images/box_images/paladin_retribution_04.png,https://www.wowhead.com/guide/classes/paladin/retribution/talent-builds-pve-dps
Paladin,Retribution,dps,5,Copy Delves,CYEAAAAAAAAAAAAAAAAAAAAAAAAAAAAQzyyMzsMzMzMDAAAAAwMlhBzYbGjhZ2MjZ8AzAWYbAAAZGtNGzAA2AMAgZYghZmFsMDGzYGD,Images/box_images/paladin_retribution_05.png,https://www.wowhead.com/guide/classes/paladin/retribution/talent-builds-pve-dps
Paladin,Retribution,dps,6,Copy Raid,CYEAAAAAAAAAAAAAAAAAAAAAAAAAAAAQzy2MzsMMzAAAAAAwoMmhZGbDjhZ2mxYMzwwCbDDwysNzMaQAAALAGAMmhZwMGzGwYGGDD,Images/box_images/paladin_retribution_06.png,https://www.wowhead.com/guide/classes/paladin/retribution/talent-builds-pve-dps
Paladin,Retribution,dps,7,Copy Mythic+,CYEAAAAAAAAAAAAAAAAAAAAAAAAAAAAQzy2MzsMGzMAAAAAAmpMMMzYbYMMz2MzYMGGWYDDwysNzMaQAAALAGAMmhZwMmZ2AGzwYYA,Images/box_images/paladin_retribution_07.png,https://www.wowhead.com/guide/classes/paladin/retribution/talent-builds-pve-dps
Paladin,Retribution,dps,8,Copy Cleave,CYEAAAAAAAAAAAAAAAAAAAAAAAAAAAAQzy2MzsMmZmBAAAAAwoMmhZGbDjhZ2mZGjxwwCbYAWmtZmRDCAAYBwAgxMMDmxY2AGzwYYA,Images/box_images/paladin_retribution_08.png,https://www.wowhead.com/guide/classes/paladin/retribution/talent-builds-pve-dps
Paladin,Retribution,dps,9,Copy Council,CYEAAAAAAAAAAAAAAAAAAAAAAAAAAAAQzy2MzsMGzMAAAAAAGlxMMzYbYMMz2MzYMGGWYDDwysNzMaQAAALAGAMmhZwMmZ2AGzwYYA,Images/box_images/paladin_retribution_09.png,https://www.wowhead.com/guide/classes/paladin/retribution/talent-builds-pve-dps
Paladin,Retribution,dps,10,Copy Delves,CYEAAAAAAAAAAAAAAAAAAAAAAAAAAAAQzyyMzsMmZmZAAAAAAmpMMYGbzYMMz2MjZ8AzAWYbAwysMzMaQAAALAGAwMMwwMzCwYGzYGD,Images/box_images/paladin_retribution_10.png,https://www.wowhead.com/guide/classes/paladin/retribution/talent-builds-pve-dps
Priest,Discipline,healer,1,Copy Raid Oracle,CAQAAAAAAAAAAAAAAAAAAAAAAADsMGWmZMYGmZbmtZmZmxMDAAAAAAAAAgBLzMmZmZwwMgpZaMAzshhwYAYMYBAAGDzYwMAmZmA,Images/box_images/priest_discipline_01.png,https://www.wowhead.com/guide/classes/priest/discipline/talent-builds-pve-healer
Priest,Discipline,healer,2,Copy Oracle Mythic+ Build,CAQAAAAAAAAAAAAAAAAAAAAAAADsMGWmZMmZGmZbmtZmZmhZAAAAAAAAAAMYZmxMzMDGjBMNTMAzshhwYAYMYBAAGzYGDmBwMzE,Images/box_images/priest_discipline_02.png,https://www.wowhead.com/guide/classes/priest/discipline/talent-builds-pve-healer
Priest,Discipline,healer,3,Copy VW Mythic+ Build,CAQAAAAAAAAAAAAAAAAAAAAAAADswY2YMzMzMzMbsNzMzMMAAAAAAAAAAMYZmxMzMDGjBMNTzAzMAIAmlZDYsZAAYMMjBzAGMaA,Images/box_images/priest_discipline_03.png,https://www.wowhead.com/guide/classes/priest/discipline/talent-builds-pve-healer
Priest,Discipline,healer,4,Copy Open-World Build,CAQAAAAAAAAAAAAAAAAAAAAAAADsMGWmZMmZGmZbmtZmZmhZAAAAAAAAAAMYxwMzMjNjxw2mpZiBYmNMEGDAjBLAAwYGzYwAwMzE,Images/box_images/priest_discipline_04.png,https://www.wowhead.com/guide/classes/priest/discipline/talent-builds-pve-healer
Priest,Holy,healer,1,Copy Oracle Raid,CEQAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAGjZmlZmZMzMDzMDLzwMAAAAGsMzYmZmhZYGAmaAMzCGCjBgxALMmNAZMGjhZGAzMA,Images/box_images/priest_holy_01.png,https://www.wowhead.com/guide/classes/priest/holy/talent-builds-pve-healer
Priest,Holy,healer,2,Copy Archon Raid,CEQAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAgZzwYMYMzMzYmZGLzMzMAAAAGmlZGjZmBjZGAzUDAMDzEMAwYwmxYDQzYGGDmZZZAmB,Images/box_images/priest_holy_02.png,https://www.wowhead.com/guide/classes/priest/holy/talent-builds-pve-healer
Priest,Holy,healer,3,Copy Oracle Mythic+ Build,CEQAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAMmxYMDzMzwMzwyMzMDAAAgBLzMmZmZwYmBwMFAmFMEGDAjBWMzYDQzYGGDmBYmZGA,Images/box_images/priest_holy_03.png,https://www.wowhead.com/guide/classes/priest/holy/talent-builds-pve-healer
Priest,Holy,healer,4,Copy Archon Mythic+,CEQAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAbGzYMYMzMDzMzYZmZmBAAAwwsMzYMzMYMzAYmaAgZYmgBAGD2MzAgmxMMGMz2yAMDA,Images/box_images/priest_holy_04.png,https://www.wowhead.com/guide/classes/priest/holy/talent-builds-pve-healer
Priest,Holy,healer,5,Copy Open-World Build,CEQAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAbGzYWGzwMjhZGjlZmZGAAAADWMMzMzYzYmxsthZKAgZxMxmBAGD2MGbAaYGGDmxyAMA,Images/box_images/priest_holy_05.png,https://www.wowhead.com/guide/classes/priest/holy/talent-builds-pve-healer
Priest,Shadow,dps,1,Copy Raid,CIQAAAAAAAAAAAAAAAAAAAAAAMMjZGAAAAAAAAAAAgxDYzMGLzMMz2MDzw2MzYYmByMsMTDwMAzsYGmNDAZMWAwMDyYmZGz2YGAMTA,Images/box_images/priest_shadow_01.png,https://www.wowhead.com/guide/classes/priest/shadow/talent-builds-pve-dps
Priest,Shadow,dps,2,Copy Mythic+,CIQAAAAAAAAAAAAAAAAAAAAAAMMjZGAAAAAAAAAAAgxDYzMGLzMMz2MDzw2MzYYmByMsMTDwMAzsYGmNDAZMWAwMDyYmZGz2YGAMTA,Images/box_images/priest_shadow_02.png,https://www.wowhead.com/guide/classes/priest/shadow/talent-builds-pve-dps
Priest,Shadow,dps,3,Copy Cleave,CIQAAAAAAAAAAAAAAAAAAAAAAMMjZGAAAAAAAAAAAgxDYzMGLzMMz2MDzw2MzYYmByMsMTDwMAzsYGmNDAZMWAwMDyYmZGz2YGAMTA,Images/box_images/priest_shadow_03.png,https://www.wowhead.com/guide/classes/priest/shadow/talent-builds-pve-dps
Priest,Shadow,dps,4,Copy Council,CIQAAAAAAAAAAAAAAAAAAAAAAMMjZGAAAAAAAAAAAgxDYzMGLzMMz2MDzw2MzYYmByMsMTDwMAzsYGmNDAZMWAwMDyYmZGz2YGAMTA,Images/box_images/priest_shadow_04.png,https://www.wowhead.com/guide/classes/priest/shadow/talent-builds-pve-dps
Priest,Shadow,dps,5,Copy Delves,CIQAAAAAAAAAAAAAAAAAAAAAAMMjZGAAAAAAAAAAAgxDYzMGLzMMz2MDzw2MzYYmByMsMTDwMAzsYGmNDAZMWAwMDyYmZGz2YGAMTA,Images/box_images/priest_shadow_05.png,https://www.wowhead.com/guide/classes/priest/shadow/talent-builds-pve-dps
Priest,Shadow,dps,6,Copy Raid,CIQAAAAAAAAAAAAAAAAAAAAAAMjZMGAAAAAAAAAAAADLzMGLzMMz2MDzw2MzYYmByMsMTDwMzMAQAmtZDY2YAGjRGzMzY2GzAGMTA,Images/box_images/priest_shadow_06.png,https://www.wowhead.com/guide/classes/priest/shadow/talent-builds-pve-dps
Priest,Shadow,dps,7,Copy Mythic+,CIQAAAAAAAAAAAAAAAAAAAAAAMjZMGAAAAAAAAAAAADLzMGLzMMz2MDzw2MzYYmByMsMTDwMzMAQAmtZDY2YAGjRGzMzY2GzAGMTA,Images/box_images/priest_shadow_07.png,https://www.wowhead.com/guide/classes/priest/shadow/talent-builds-pve-dps
Priest,Shadow,dps,8,Copy Cleave,CIQAAAAAAAAAAAAAAAAAAAAAAMjZMGAAAAAAAAAAAADLzMGLzMMz2MDzw2MzYYmByMsMTDwMzMAQAmtZDY2YAGjRGzMzY2GzAGMTA,Images/box_images/priest_shadow_08.png,https://www.wowhead.com/guide/classes/priest/shadow/talent-builds-pve-dps
Priest,Shadow,dps,9,Copy Council,CIQAAAAAAAAAAAAAAAAAAAAAAMjZMGAAAAAAAAAAAADLzMGLzMMz2MDzw2MzYYmByMsMTDwMzMAQAmtZDY2YAGjRGzMzY2GzAGMTA,Images/box_images/priest_shadow_09.png,https://www.wowhead.com/guide/classes/priest/shadow/talent-builds-pve-dps
Priest,Shadow,dps,10,Copy Delves,CIQAAAAAAAAAAAAAAAAAAAAAAMjZMGAAAAAAAAAAAADLzMGLzMMz2MDzw2MzYYmByMsMTDwMzMAQAmtZDY2YAGjRGzMzY2GzAGMTA,Images/box_images/priest_shadow_10.png,https://www.wowhead.com/guide/classes/priest/shadow/talent-builds-pve-dps
Rogue,Assassination,dps,1,Copy Raid,CMQAAAAAAAAAAAAAAAAAAAAAAYmZMLzgBAAAAAmtBLzAAAAAAy2YmZmZGjZmZmtZ2mZmBjZmZGzMGGADsBDjGAyyA2MAYmB,Images/box_images/rogue_assassination_01.png,https://www.wowhead.com/guide/classes/rogue/assassination/talent-builds-pve-dps
Rogue,Assassination,dps,2,Copy Mythic+,CMQAAAAAAAAAAAAAAAAAAAAAA4BmZmZxgBAAAAAmtBbzAAAAAAy2YmZmZGjZmZmtZ2mZMegZmZmxwMjxAYgNYY0AQWGwmBAzMA,Images/box_images/rogue_assassination_02.png,https://www.wowhead.com/guide/classes/rogue/assassination/talent-builds-pve-dps
Rogue,Assassination,dps,3,Copy Cleave,CMQAAAAAAAAAAAAAAAAAAAAAA4BmZMLGMAAAAAwsNYZGAAAAAQ2GzMzMzYMzMzsNz2MzMMzMzMzwMjxAYgNYY0AQWGwmBAzMA,Images/box_images/rogue_assassination_03.png,https://www.wowhead.com/guide/classes/rogue/assassination/talent-builds-pve-dps
Rogue,Assassination,dps,4,Copy Council,CMQAAAAAAAAAAAAAAAAAAAAAA4BmZMLGMAAAAAwsNYZGAAAAAQ2GzMzMzYMzMzsNz2MzMMzMzMzwMjxAYgNYY0AQWGwmBAzMA,Images/box_images/rogue_assassination_04.png,https://www.wowhead.com/guide/classes/rogue/assassination/talent-builds-pve-dps
Rogue,Assassination,dps,5,Copy Delves,CMQAAAAAAAAAAAAAAAAAAAAAA4BmZmZxgBAAAAAmtBbzAAAAAAy2YmZmZGjZmZmtZ2mZMegZmZmxwMjxAYgNYY0AQWGwmBAzMA,Images/box_images/rogue_assassination_05.png,https://www.wowhead.com/guide/classes/rogue/assassination/talent-builds-pve-dps
Rogue,Assassination,dps,6,Copy Raid,CMQAAAAAAAAAAAAAAAAAAAAAAYmZMLzgBAAAAAmtBLzAAAAAAy2YmZmZGjZmZmtZ2mZmBjZmZGzMGGAmFwAWCWGEYYxgZGAA,Images/box_images/rogue_assassination_06.png,https://www.wowhead.com/guide/classes/rogue/assassination/talent-builds-pve-dps
Rogue,Assassination,dps,7,Copy Mythic+,CMQAAAAAAAAAAAAAAAAAAAAAA4BmZmZxgBAAAAAmtBbzAAAAAAy2YmZmZGjZmZmtZ2mZMegZmZmxwMjxAwsAGwSwygADLGMzAA,Images/box_images/rogue_assassination_07.png,https://www.wowhead.com/guide/classes/rogue/assassination/talent-builds-pve-dps
Rogue,Assassination,dps,8,Copy Cleave,CMQAAAAAAAAAAAAAAAAAAAAAA4BmZMLGMAAAAAwsNYZGAAAAAQ2GzMzMzYMzMzsNz2MzMMzMzMzwMjxAwsAGwSwygADLGMzAA,Images/box_images/rogue_assassination_08.png,https://www.wowhead.com/guide/classes/rogue/assassination/talent-builds-pve-dps
Rogue,Assassination,dps,9,Copy Council,CMQAAAAAAAAAAAAAAAAAAAAAA4BmZMLGMAAAAAwsNYZGAAAAAQ2GzMzMzYMzMzsNz2MzMMzMzMzwMjxAwsAGwSwygADLGMzAA,Images/box_images/rogue_assassination_09.png,https://www.wowhead.com/guide/classes/rogue/assassination/talent-builds-pve-dps
Rogue,Assassination,dps,10,Copy Delves,CMQAAAAAAAAAAAAAAAAAAAAAA4BmZmZxgBAAAAAmtBbzAAAAAAy2YmZmZGjZmZmtZ2mZMegZmZmxwMjxAwsAGwSwygADLGMzAA,Images/box_images/rogue_assassination_10.png,https://www.wowhead.com/guide/classes/rogue/assassination/talent-builds-pve-dps
Rogue,Outlaw,dps,1,Copy Raid,CQQAAAAAAAAAAAAAAAAAAAAAAAghHYMGzYmZbmZmZGPgZjHYmZWmWGsNDAAAAAw22YmxMzMzMmZmtBAAAgBwAbgxoxsBYbCLMAwA,Images/box_images/rogue_outlaw_01.png,https://www.wowhead.com/guide/classes/rogue/outlaw/talent-builds-pve-dps
Rogue,Outlaw,dps,2,Copy Mythic+,CQQAAAAAAAAAAAAAAAAAAAAAAAghHYMmZGzMmZmZMzDMzGPwMzYaZw2MAAAAAAbbjZGzMzMzYmZ2GAAAAGADsBGjGzGgtJswAADA,Images/box_images/rogue_outlaw_02.png,https://www.wowhead.com/guide/classes/rogue/outlaw/talent-builds-pve-dps
Rogue,Outlaw,dps,3,Copy Cleave,CQQAAAAAAAAAAAAAAAAAAAAAAAghHYMmZGzMmZmZMzDMzGPwMzYaZw2MAAAAAAbbjZGzMzMzYmZ2GAAAAGADsBGjGzGgtJswAADA,Images/box_images/rogue_outlaw_03.png,https://www.wowhead.com/guide/classes/rogue/outlaw/talent-builds-pve-dps
